,Name,Address,LevelNo,LotSize,SPADate,ActualPrice,PredictedPrice
23631,UNITED GARDEN (TAMAN LEE YAN LIAN),"A-406, JALAN SEPADU 7",1,980,2017-06-06,225000,191800.453125
2454,SENI MONT KIARA,"A-15-1, CHANGKAT DUTA KIARA",15,3541,2017-06-06,2832800,2534572.25
12442,CENGAL,"B-4-19, JALAN SRI PERMAISURI 3",4,1009,2017-06-06,470000,420437.625
7318,GENTING COURT,"3-1-8, JALAN 3/50C",1,802,2017-06-06,280000,243620.6875
19782,PLATINUM HILL PV8,"D-15-02, JALAN MELATI UTAMA 3",15,1561,2017-06-06,650000,665082.0
27134,WIDURI IMPIAN,"A-14-3, JALAN 1/125G",14,1009,2017-06-06,370000,376805.15625
29626,TAMAN CONNAUGHT,"5-9-12, JALAN 2/124",9,570,2017-06-06,160000,132501.5625
30264,THE ELEMENTS,"B-08-02, JALAN BEMBAN",8,947,2017-06-06,700000,809672.5
12538,TAMAN BUKIT CHERAS,"10-11-11, JALAN 1/144A",11,517,2017-06-06,160000,110882.4296875
4558,LE YUAN RESIDENCE,"A-8-7, JALAN SELESARIA",8,1710,2017-06-06,850000,917439.0
4854,SRI PUTRAMAS,"A-03A-08, JALAN PUTRAMAS, OFF JALAN KUCHING",3,1044,2017-06-06,500000,477609.34375
32154,LAMAN SCENARIA KIARA,"B-2-3, JALAN 6/38A",2,1019,2017-06-06,590000,636449.375
2237,WANGSA MAJU SEKSYEN 2,"106-G-17, JALAN 4/27A",17,527,2017-06-06,233000,171863.796875
32153,LAMAN SCENARIA KIARA,"B-18-1, JALAN 6/38A",18,1019,2017-06-06,680000,649021.4375
35339,PLAZA RAH,"17-18, JALAN RAJA ABDULLAH",17,1066,2017-06-06,330000,497795.03125
33233,THE NOMAD SUCASA,"1-01, JALAN AMPANG",1,1302,2017-06-06,720000,747931.6875
12624,TWINS@ DAMANSARA HEIGHTS,"B-12-5, NO.2, JALAN DAMANLELA, BUKIT DAMANSARA, K.L",12,764,2017-06-06,845000,849167.4375
29625,TAMAN CONNAUGHT,"5-10-22, JALAN 2/124",10,570,2017-06-06,175000,135769.953125
33628,ROBSON CONDOMINIUM,"12-03-01, PERSIARAN SYED PUTRA 2",3,1410,2017-06-06,640000,672963.5
18550,DUA RESIDENCY,"B-13-10, JALAN TUN RAZAK",13,5403,2017-06-06,3800000,4180402.25
25505,KIARA PARK CONDO,"162-2-5, JALAN BURHANUDDIN HELMI",2,1356,2017-06-06,880000,860445.6875
37448,UBN APARTMENT,"20-B3, LORONG P. RAMLEE",20,2465,2017-06-07,1680000,1442704.375
32003,ONE CENTRAL PARK,"15-3, JALAN RESIDEN 2",15,1711,2017-06-07,1700000,1372878.0
2452,SENI MONT KIARA,"A-8-5, CHANGKAT DUTA KIARA",8,2895,2017-06-07,1990000,2138274.0
781,SRI PENARA,"D-01-4, JALAN BANDAR SRI DAMANSARA",1,650,2017-06-07,195000,172416.703125
6284,ABADI INDAH APARTMENT,"7-11-13, JALAN 3/109C",11,807,2017-06-07,320000,320927.65625
37057,VORTEX SUITES & RESIDENCES,"13A-1, NO.12 JALAN SULTAN ISMAIL",13,826,2017-06-07,1000000,1025162.375
6029,LAMAN DAMAI (LI GARDEN),"A-4-9, JALAN KUANG BERTAM 9",4,657,2017-06-07,180000,194731.734375
21434,THE CAPSQUARE RESIDENCES,"18-1, PERSIARAN CAPSQUARE",18,1830,2017-06-07,1180400,1225704.0
51,OUG PARKLANE,"B1-32-13A, JALAN 1/152",32,950,2017-06-07,450000,408307.71875
36929,DEX SUITES,"A-6-6 (DEX), JALAN 3/18A",6,698,2017-06-07,500000,514736.34375
38581,VILA VISTA,"29-03, JALAN SELAR 4",29,1675,2017-06-07,990000,1094197.625
6682,DESA GREEN,"3-1-9, JALAN DESA BAKTI",1,715,2017-06-07,470000,465903.03125
27723,LUMINA KIARA,"1-5, JALAN DUTA KIARA",1,1421,2017-06-07,1050000,1038289.8125
3061,ROYAL DOMAIN SRI PUTRAMAS 2,"B1-31-01, JALAN PUTRAMAS",31,1238,2017-06-07,550000,591271.5625
2633,BANDAR TASIK SELATAN FLAT,"E-18-16, JALAN 30/146",18,657,2017-06-07,130000,134736.765625
20067,THE NORTHSHORE GARDENS,"09-01, PERSIARAN RESIDEN",9,2454,2017-06-07,2050000,1686158.625
10788,PLATINUM LAKE PV16,"8-16, JALAN DANAU SAUJANA",8,1324,2017-06-07,540000,529506.5625
5741,SRI RAKYAT,"C-12-20, JALAN 14/155C",12,667,2017-06-07,223000,180738.265625
36482,ONE KL,"3F, JALAN PINANG",23,3294,2017-06-07,3500000,4241636.5
8415,KIARAMAS AYURIA CONDO,"B-12-02, JALAN KIARA 7",12,2002,2017-06-07,1280000,1401788.5
11187,SENTUL MURNI,"207-2-11, JALAN DATO' SENU",2,678,2017-06-07,150000,131967.5
29940,SERI CENDEKIA,"A-4-4, JALAN 4/124",4,1023,2017-06-07,330000,307157.59375
14781,BERJAYA TIMES SQUARE,"23-04, JALAN IMBI",23,1098,2017-06-07,900000,1088961.375
14433,TAMAN MIHARJA FASA 1,"8-10-4, JALAN LOKE YEW",10,581,2017-06-07,190000,148850.09375
28424,ONE MENERUNG,"D-5-1, JALAN MENERUNG",5,5113,2017-06-07,7570450,6232917.5
4853,SRI PUTRAMAS,"C-16-5, JALAN PUTRAMAS 1, OFF JALAN KUCHING",16,1044,2017-06-07,470000,483323.125
21928,MENARA ORKID,"47-17-05, JALAN 3/48A, BANDAR BARU SENTUL",17,850,2017-06-07,300000,273021.15625
35229,SHAMELIN STAR RESIDENSI,"C-11-6, JALAN 4/91",11,871,2017-06-08,595000,643707.3125
29513,SERI RIANA,"G-9-1, JALAN WANGSA DELIMA 7",9,1528,2017-06-08,960000,850079.0
28164,SERI MALAYSIA,"7-9, JALAN PUCHONG",7,657,2017-06-08,80000,109552.1484375
50,OUG PARKLANE,"B1-25-3A, JALAN 1/152",25,950,2017-06-08,389000,410309.40625
35538,SHAMELIN BESTARI,"A-3A-4, JALAN 2/91A",3,1044,2017-06-08,345000,415684.03125
2029,TAMAN MELATI,"F2-TB-7, JALAN 1/5C",7,549,2017-06-08,155000,142562.96875
22435,PANDAN HEIGHT,"32-23-4 (G-GP-5), JALAN 1/91B",23,2110,2017-06-08,300000,519294.6875
28261,SRI DESA,"1-9-6, JALAN 1/116B",9,947,2017-06-08,412000,409637.3125
15951,SWISS GARDEN HOTEL,"S-25-06, JALAN GALLOWAY",25,549,2017-06-08,500000,670678.125
33232,THE NOMAD SUCASA,"9-06, JALAN AMPANG",9,797,2017-06-08,525000,550311.0625
6405,KIARA RESIDENCE,"A-10-3, JALAN JALIL PERWIRA 1",10,1249,2017-06-08,650000,640944.0
25078,BAIDURI BLOCK G,"G6-0-1, JALAN KAMPUNG PANDAN",0,947,2017-06-08,350000,352735.15625
1596,THE Z RESIDENCE,"JC-13A-02, JALAN JALIL PERWIRA",13,1238,2017-06-08,655000,637085.1875
9144,D' ALAMANDA,"C-8-1, D'ALAMANDA PUDU IMPIAN IV, PUDU IMPIAN",8,689,2017-06-08,450000,353270.09375
23176,SRI PENAGA,"37-4-7, JALAN MAAROF",4,1173,2017-06-08,1200000,1092022.0
35071,3 KIA PENG,"17-3, JALAN KIA PENG",17,2906,2017-06-08,3000000,2785677.5
17047,AC4,"9-13-5, JALAN TAMAN SRI SENTOSA",13,775,2017-06-08,230000,140156.234375
26829,QUADRO RESIDENCE,"A-2-2, JALAN KIA PENG",2,2357,2017-06-08,2343000,2108229.25
1801,SOLARIS DUTAMAS,"C1-16-7, JALAN DUTAMAS 1",16,1249,2017-06-08,1020000,1040064.75
35866,DIAMOND RESIDENCE,"A-8-11, JALAN 4/50",8,1012,2017-06-08,455000,399620.25
18143,PERTAMA RESIDENCY,"16-13, 16, JALAN 3/92B, TAMAN KOBENA",16,603,2017-06-08,388000,402693.84375
27091,CLEAR WATER RESIDENCE,"8-8, CHANGKAT SEMANTAN",8,1088,2017-06-08,700000,1019717.5625
32002,ONE CENTRAL PARK,"09-3A, JALAN RESIDEN 2",9,1281,2017-06-08,1210000,978202.75
33514,ALAM PURI 51,"17-8, JALAN KAMPUNG BATU, BATU 5, OFF JALAN IPOH",17,1012,2017-06-08,590000,516542.53125
16056,MONT KIARA DAMAI,"32-04, JALAN KIARA 2",32,2271,2017-06-08,1420000,1523500.25
27634,VANTAGE POINT (TAMAN DESA PETALING),"8-13-11, JALAN 4/125",13,886,2017-06-08,340000,312939.84375
12808,TAMAN SRI ENDAH,"D-4-1, JALAN 5/149B",4,646,2017-06-09,180000,147445.03125
27273,VISTA KIARA,"B-2-2, JALAN KIARA 3",2,1335,2017-06-09,635000,642416.375
25609,TWIN ARKZ,"A-11-06, JALAN JALIL PERKASA 1",11,1254,2017-06-09,1070000,987541.375
6681,DESA GREEN,"3-21-9, JALAN DESA BAKTI",21,715,2017-06-09,525000,529627.3125
15106,TAMAN INTAN BAIDURI,"10-3A, JALAN 1/1B",10,678,2017-06-09,148000,97574.84375
34477,MEDAN INTAN APARTMENT,"3-3-3, MEDAN INTAN, JALAN 1/21C, GOMBAK",3,1098,2017-06-09,300000,259563.78125
36103,MAXIM CITILIGHTS,"D-13-7, JALAN SENTUL PERDANA",13,1009,2017-06-09,442000,483226.8125
23469,THE WESTSIDE TWO,"20-08, JALAN RESIDEN UTAMA",20,1389,2017-06-09,1105000,1084928.0
4851,SRI PUTRAMAS,"C-3-6, JALAN PUTRAMAS 1, OFF JALAN KUCHING",3,1044,2017-06-09,495000,477609.34375
4852,SRI PUTRAMAS,"E-3-7, JALAN PUTRAMAS 1, OFF JALAN KUCHING",3,1098,2017-06-09,430000,476590.59375
27862,DESA PUTRA,"A-12-05, JALAN WANGSA PERDANA 3",12,1292,2017-06-09,450000,649074.0625
15863,FORTUNE AVENUE,"D-6-19, JALAN METRO PERDANA 2",6,1137,2017-06-09,475000,453317.90625
35820,THE SENTRAL RESIDENCES,"A-43A-F, NO, 8 JALAN STESEN SENTRAL 2",43,1442,2017-06-09,1938000,1464410.875
32001,ONE CENTRAL PARK,"30-3, CHANGKAT DUTA KIARA",30,1851,2017-06-09,1725000,1557760.5
27775,FABER HEIGHTS,"82-11-5, JALAN DESA UTAMA",11,581,2017-06-09,430000,397605.84375
26106,SRI JATI I,"B-12-6, JALAN SRI JATI 3",12,958,2017-06-10,400000,368441.6875
23849,SRI JINJANG,"20-2-3, JALAN 19/32",2,850,2017-06-10,280000,243856.375
34235,BRUNSFIELD EMBASSYVIEW,"A-08-03, JALAN AMPANG",8,1905,2017-06-10,1650000,1479945.75
11585,KIARA VILLE,"C-10-3, CHANGKAT DUTA KIARA",10,1873,2017-06-11,1380000,1217276.0
13410,JALIL DAMAI,"BJB-03-10, JALAN 14/155C",3,1044,2017-06-11,42000,447683.78125
37223,INDAH DAMANSARA,"21-2-05, JALAN DAMANSARA INDAH",2,1453,2017-06-12,720000,680281.5625
17281,THE CAPERS,"C-5-5, LORONG TIMUR, SENTUL EAST",5,820,2017-06-12,680000,643465.5
18921,DESA SRI PUTERI B,"B-20-3, JALAN 1/125G",20,829,2017-06-12,280000,257269.875
2632,BANDAR TASIK SELATAN FLAT,"C-8-6, JALAN 30/146",8,657,2017-06-13,180000,141257.25
2631,BANDAR TASIK SELATAN FLAT,"C-6-13, JALAN 30/146",6,689,2017-06-13,175000,142179.8125
38139,THREE28 TUN RAZAK,"19-05, JALAN TUN RAZAK",19,1281,2017-06-13,1220000,814015.125
20213,SRI PELANGI,"130-15-05, JALAN GENTING KELANG",15,936,2017-06-13,360000,375740.8125
10371,CHERAS RIA,"A-7-15, JALAN 6/95B, JALAN KETUMBAR",7,570,2017-06-13,125000,120638.4375
12807,TAMAN SRI ENDAH,"9-2-13, JALAN 5/149B",2,646,2017-06-13,170000,168594.125
24659,SRI INTAN 2,"A-10-8, JALAN TROLAK 6",10,1227,2017-06-13,368000,380765.375
18114,CENDANA,"13A-06, JALAN CENDANA",13,2626,2017-06-13,1420000,1563417.625
33973,SEROJA,"01-03A, JALAN RIMBUNAN RAYA, OFF JALAN KEPONG",1,657,2017-06-13,270000,138766.109375
14051,SUASANA SENTRAL LOFT CONDO,"B-33A-03, JALAN STESYEN SENTRAL 5",33,1496,2017-06-13,1580000,1456673.375
20066,THE NORTHSHORE GARDENS,"NG-9-2, PERSIARAN RESIDEN",9,1485,2017-06-13,1280000,1148860.25
9526,PANGSAPURI BANDAR BARU SENTUL,"77-02-28, OFF JALAN SENTUL",2,560,2017-06-13,110000,167202.6875
15455,DESA SRI PUTERI,"F-9-2, JALAN 2/125G",9,603,2017-06-13,145000,114519.703125
30649,THE GREENS,"B-9-5, JALAN WAN KADIR 5",9,1682,2017-06-13,1650000,1469852.25
37108,KENANGA SARI,"A-11-3 KENANGA SARI, JALAN 17/56",11,689,2017-06-13,260000,203381.78125
35883,IDAMAN SURIA,"2-8-04, JALAN 10/21D",8,775,2017-06-13,200000,243211.875
4233,THE LEAFZ @ DEDAUN SUNGAI BESI,"B-23A-09, JALAN HANG TUAH 2",23,1025,2017-06-13,670000,637772.75
37322,KELOMPOK TEMPUA,"10-1-3, JALAN 30/56, AMPANG/ULU KLANG",1,549,2017-06-13,100000,125359.6171875
33627,ROBSON CONDOMINIUM,"10-8-6 (A-9-7), PERSIARAN SYED PUTRA 2",8,1453,2017-06-13,700000,684849.875
18014,CENDANA,"13A-06, JALAN CENDANA",13,2626,2017-06-13,1420000,1391800.625
27314,RESIDENSI DESA,"7-6, JALAN RIANG RIA 8",7,1432,2017-06-13,590000,686963.375
35002,KASTURI,"5-3-19, JALAN TASIK PERMAISURI 3",3,657,2017-06-13,180000,163329.40625
30335,LAMAN CEYLON,"09-06, JALAN CEYLON",9,1195,2017-06-13,1324790,1201277.0
6680,DESA GREEN,"2-26-02, JALAN DESA BAKTI",26,935,2017-06-13,650000,612213.3125
16539,KM1 WEST,"A-22-7, JALAN JALIL PERKASA 1",22,1507,2017-06-13,980000,1011426.0625
26585,FABER RIA,"2-12E, OFF JALAN KELANG LAMA",2,1044,2017-06-13,470000,543165.75
31198,IXORA APARTMENT,"B1-8-2, JALAN TUN RAZAK",8,980,2017-06-13,410000,354197.8125
34531,PANGSAPURI PERMAI,"A-12-6, JALAN LANDAI PERMAI",12,646,2017-06-13,150000,136784.203125
28661,ASTON KIARA 3,"A-7-3A, JALAN KIARA 3",7,1518,2017-06-13,650000,833908.875
28297,CASA KIARA II,"26-5, JALAN KIARA 5",26,1496,2017-06-13,1100000,967980.75
36275,WISMA HOCK ANN,"A-2-64, JALAN HJ. HUSSEIN",2,883,2017-06-13,220000,188537.859375
38038,M CITY,"1-19-13A, JALAN AMPANG",19,910,2017-06-13,620000,822899.1875
18920,DESA SRI PUTERI B,"B-13-5, JALAN 1/125G",13,829,2017-06-13,180000,257286.5625
31463,VISTANA CONDO,"03-C1, JALAN TAIPING",3,1378,2017-06-13,500000,555327.9375
23848,SRI JINJANG,"18-9-13, JALAN 19/32",9,850,2017-06-13,275000,247615.796875
32893,MUTIARA RESIDENCY,"9-2, JALAN THAMBY ABDULLAH",9,1076,2017-06-13,940000,754157.3125
1595,THE Z RESIDENCE,"B-05-12, JALAN JALIL PERWIRA 2",5,1238,2017-06-13,610000,628675.875
22380,DANAU MURNI,"A-2-12, JALAN 109F",2,714,2017-06-13,255000,292426.71875
37779,BANGSAR INDAH,"65-8(P:E2-8), LORONG MAAROF",8,732,2017-06-13,650000,558643.0625
10669,PLATINUM LAKE PV12,"A-5-11, JALAN LANGKAWI",5,1658,2017-06-13,700000,613719.1875
25251,NADIA PARKFRONT,"A-0-6, PESIARAN RESIDEN",0,635,2017-06-14,560000,529441.4375
1057,REGALIA SERVICE APARTMENT,"B-9-10, JALAN SULTAN ISMAIL",9,590,2017-06-14,550000,504852.15625
25201,PRIMA MIDAH HEIGHTS,"30-11-8, JALAN MIDAH 8",11,1464,2017-06-14,635000,666063.9375
37363,PKNS 17 KAMPUNG KERINCHI,"18H, KAMPUNG KERINCI",20,861,2017-06-14,70000,202004.109375
37358,KL GATEWAY,"B-11-05, JALAN KERINCHI",11,500,2017-06-14,490000,482232.40625
34024,MENARA BUKIT CEYLON,"2-20-2, (P:20A2), 2 JALAN CEYLON",20,1356,2017-06-14,560000,637448.0625
36181,SRI KASTURINA,"1A-3-4, JALAN MEDANG SERAI, OFF JALAN MEDANG KAPAS",3,1292,2017-06-14,920000,1003188.5625
12169,PARKVIEW SERVICE APARTMENT,"26-7, 5, CHANGKAT PERAK",26,495,2017-06-14,500000,531242.0
36180,SRI KASTURINA,"1A-1-2, JALAN MEDANG KAPAS",1,1292,2017-06-14,850000,953799.1875
28499,CASA PRIMA,"11-9, JALAN METRO 2, METRO PRIMA KEPONG",11,1152,2017-06-14,420000,456916.46875
37267,APARTMENT ABDULLAH HUKUM,"88-13-35, JALAN HAJI ABDULLAH HUKUM",13,750,2017-06-14,150000,228072.734375
18711,KIARAMAS DANAI,"A-09-02, JALAN DESA KIARA, KIARAMAS DANAI",9,2497,2017-06-14,2050000,1983149.75
10370,CHERAS RIA,"D-3-16, JALAN 6/95B",3,570,2017-06-14,143000,121730.8125
35955,VISTA WIRA,"A-5-4, VISTA WIRA 1, JALAN 4/;27A",5,947,2017-06-14,400000,365647.3125
36595,KELOMPOK DAHLIA / MELATI,"2-1-1(K.TERATAI), JALAN 15/56, AMPANG/ULU KLANG",1,549,2017-06-14,150000,127545.3515625
5023,TIFFANI KIARA,"A-29-3A, CHANGKAT DUTA KIARA",29,1604,2017-06-14,1150000,1121661.625
22058,DANAU IDAMAN,"A-3-1, JALAN 2/109F",3,936,2017-06-14,410000,430026.46875
27180,PRIMA DUTA,"D-8-2, OFF JALAN SEGAMBUT",8,1615,2017-06-14,660000,647848.375
32214,SUNWAY VIVALDI,"F-2-3A, JALAN 19",2,3983,2017-06-14,2900000,2948402.25
1594,THE Z RESIDENCE,"JC-05-01, JALAN JALIL PERWIRA 2",5,1410,2017-06-14,808000,680436.625
12623,TWINS@ DAMANSARA HEIGHTS,"B-26-3A, NO. 2, JALAN DAMANLELA",26,1550,2017-06-14,1440000,1502695.375
4557,LE YUAN RESIDENCE,"A-18-9, JALAN SELESARIA",18,1710,2017-06-14,1050000,938947.375
36991,FLAT DBKL JALAN HANG TUAH,"7K-1, JALAN HANG TUAH",7,354,2017-06-14,70000,30543.927734375
38702,AMPANG HILIR TARA,"6-01, AMPANG HILIR",6,2680,2017-06-14,1420000,1424271.0
13147,TAMAN SUNGAI BESI,"20-1-6, JALAN 1/108C",1,818,2017-06-14,230000,188232.265625
2451,SENI MONT KIARA,"B-25-3, CHANGKAT DUTA KIARA",25,2411,2017-06-14,1850000,1916557.25
26913,SALAK SOUTH GARDEN,"16E, JALAN TUANKU 4",10,710,2017-06-14,150000,134569.703125
21998,THE TAMARIND,"E1B-20-9, JALAN IPOH",20,1066,2017-06-14,565000,661429.1875
24503,PALACE COURT (SRI ISTANA),"B-G-3A, JALAN KUCHAI LAMA",1,1313,2017-06-14,550000,520867.96875
20277,DESA TASEK FASA 1A,"26-12-9, JALAN 2/146",12,893,2017-06-14,273000,200403.421875
35537,SHAMELIN BESTARI,"B-2-3, JALAN 2/91A",2,1044,2017-06-14,390000,412006.46875
17280,THE CAPERS,"C-8-3A, LORONG TIMUR, SENTUL EAST",8,1783,2017-06-15,909780,1399208.125
3594,TAMAN SRI MURNI APARTMENT,"30-17-06, OFF JALAN SELAYANG",17,842,2017-06-15,140000,121787.59375
24120,DESA KIARA,"697-10-06, JALAN DAMANSARA",10,1381,2017-06-15,580000,538099.5625
15191,CEMARA,"B-01-03, JALAN SRI PERMAISURI 3",1,732,2017-06-15,300000,312994.1875
28911,PERMAI RIA,"C-7-6, JALAN 1/18B, TAMAN BATU PERMAI",7,969,2017-06-15,310000,299100.3125
13057,MAY TOWER SERVICE APARTMENT,"7-19-18, JALAN MUNSHI ABDULLAH, K.L",19,463,2017-06-15,375000,383061.78125
31691,INDAH APARTMENT,"5-0-9, JALAN 1D/6",0,893,2017-06-15,390000,336094.65625
3915,GEMBIRA RESIDEN,"C-15-1, JALAN 13/155B",15,1550,2017-06-15,780000,834740.375
35573,BINJAI RESIDENCY,"A-11-2, LORONG BINJAI",11,2207,2017-06-15,2300000,2181167.5
4232,THE LEAFZ @ DEDAUN SUNGAI BESI,"A-11-10, JALAN HANG TUAH 2",11,1025,2017-06-15,620000,622220.3125
21751,MY HABITAT,"B2-18-1, NO 3, JALAN AMAN",18,1141,2017-06-15,1000000,1038720.625
19998,VISTA KOMANWEL B,"B2-12-02, OFF LEBUHRAYA KESAS",12,1227,2017-06-15,555000,531365.625
19856,PUTRA SURIA RESIDENSI,"A-6-10, JALAN JELAWAT 2",6,748,2017-06-15,290000,353641.21875
35770,TEPIAN LOKE YEW,"23-3, JALAN LOKE YEW",23,581,2017-06-15,118000,121197.3828125
2630,BANDAR TASIK SELATAN FLAT,"F-7-7, JALAN 22/146",7,657,2017-06-15,160000,142023.828125
23519,MUTIARA FADASON,"B-13-4, JALAN 2/17, OFF JALAN KEPONG",13,620,2017-06-15,110000,107814.9140625
31690,INDAH APARTMENT,"8-1-2, JALAN 1D/6",1,807,2017-06-15,335000,299787.40625
24502,PALACE COURT (SRI ISTANA),"A-10-11, JALAN KUCHAI JAYA",10,936,2017-06-15,500000,501933.3125
29107,WINNER COURT A,"22-8-3, JALAN 1/125A",8,732,2017-06-15,340000,247083.625
33341,SAN PENG,"6B, JALAN CHIN CHIN, OFF JALAN LOKE YEW",6,1043,2017-06-15,280000,267289.625
6678,DESA GREEN,"3-3-11, JALAN DESA BAKTI",3,715,2017-06-15,513000,486997.78125
14237,SETIA SKY RESIDENCE,"B-18-01, JALAN RAJA MUDA ABD AZIZ, OFF JALAN TUN RAZAK",18,936,2017-06-15,1000000,971851.8125
4556,LE YUAN RESIDENCE,"B-13-13A, JALAN SELESARIA",13,1528,2017-06-15,825000,817334.375
26105,SRI JATI I,"A-13-8, JALAN SRI JATI 3, OFF JALAN PUCHONG",13,958,2017-06-15,350000,293610.4375
6679,DESA GREEN,"2-3-2, JALAN DESA BAKTI",3,935,2017-06-15,585000,580622.75
24381,IDAMAN RESIDENCE,"13-08, JALAN LAW YEW SWEE",13,1593,2017-06-15,1233025,1346394.75
9821,KINRARA MAS,"A-12-13A, JALAN MAS 1",12,1098,2017-06-15,410000,433359.53125
20808,THE MAPLE,"A-11-7, PERSIARAN PARK VIEW",11,1535,2017-06-15,850000,944167.125
5477,ARENA GREEN,"C-5-5, 1/155A BUKIT JALIL",5,883,2017-06-15,360000,370822.1875
26008,KIARA 1888,"A-11-1, JALAN KIARA 3, MONT KIARA",11,1927,2017-06-15,1027778,1049174.25
1297,VERVE SUITES,"C-26-7, JALAN KIARA 5",26,926,2017-06-15,1250000,1029616.5
35819,THE SENTRAL RESIDENCES,"B-13A-1, NO, 8 JALAN STESEN SENTRAL 2",13,1033,2017-06-15,1370000,1188560.75
20615,G RESIDENCE,"A-16-9, JALAN DESA PANDAN",16,1410,2017-06-16,1050000,1009312.0
20975,TAMAN JINJANG BARU,"16-4-7, JALAN 13/32",4,753,2017-06-16,80000,136056.671875
34696,SKY VISTA RESIDENSI,"B-10-02, VISTARIA RESIDENSI, NO.3, JALAN 6/92B",10,1701,2017-06-16,750000,813653.5
12537,TAMAN BUKIT CHERAS,"08-11-07, JALAN 1/144A",11,517,2017-06-16,151000,110882.4296875
18848,MENARA ALPHA,"A-17-11, JALAN 4/27A",17,926,2017-06-16,370000,351093.6875
1593,THE Z RESIDENCE,"JA-13A-05, JALAN JALIL PERWIRA 2",13,1238,2017-06-16,620000,637085.1875
38701,AMPANG HILIR TARA,"12-4, AMPANG HILIR",12,2691,2017-06-16,1400000,1428039.75
32543,PLATINUM LAKE PV21,"A-25-16, JALAN USAHAWAN 2, OFF JALAN GENTING KLANG",25,1300,2017-06-16,650000,561982.25
26200,PLATINUM HILL PV5,"A-5-8, JALAN MELATI UTAMA",5,1270,2017-06-16,430000,518686.90625
21433,THE CAPSQUARE RESIDENCES,"8-5, PERSIARAN CAPSQUARE",8,1819,2017-06-16,1083000,1208741.0
26104,SRI JATI I,"A-9-4, JALAN SRI JATI 3",9,958,2017-06-16,315000,369015.21875
28335,WEST COURT (TAMAN SRI SENTOSA),"51-1, JALAN 2B/133",1,807,2017-06-16,155000,117979.109375
5476,ARENA GREEN,"E-01-3A, BUKIT JALIL",1,732,2017-06-16,340000,335124.53125
10068,28 MONT KIARA,"A3-11-1, JALAN KIARA",11,2702,2017-06-16,1900000,2007272.875
21629,CAMELLIA SERVICED SUITES,"13A-12, CAMELLIA SERVICE SUITE",13,1421,2017-06-16,1250000,967044.25
4555,LE YUAN RESIDENCE,"A-31-8, JALAN SELESARIA",31,1164,2017-06-16,715000,681600.5
28423,ONE MENERUNG,"C-18-2, JALAN MENERUNG",18,4295,2017-06-16,7366800,5935014.5
10164,SETAPAK GREEN CONDOMINIUM,"13A-15, JALAN SEMARAK API, OFF JALAN GOMBAK",13,1335,2017-06-16,650000,662318.5625
11488,I-ZEN KIARA I,"27-07, JALAN KIARA",27,926,2017-06-16,700000,767731.0625
34406,THE OVAL,"29-2 WEST TOWER, LORONG KUDA",29,3897,2017-06-16,3940800,4579969.0
4231,THE LEAFZ @ DEDAUN SUNGAI BESI,"A-17-06, JALAN HANG TUAH 2",17,1409,2017-06-17,780000,751255.8125
33679,CHELSEA @ PLAZA DAMAS 3,"B-5-15, JALAN SRI HARTAMAS 1",5,595,2017-06-17,416000,504896.4375
8414,KIARAMAS AYURIA CONDO,"A-31-02, JALAN KIARA 7",31,3929,2017-06-19,2500000,2852086.25
12705,PANTAI HILLPARK 2,"7-4-8, FASA 2, JALAN PANTAI DALAM",4,1023,2017-06-19,445000,443150.53125
18549,DUA RESIDENCY,"A-3A-3A, JALAN TUN RAZAK",3,2282,2017-06-19,1850000,1812577.875
4554,LE YUAN RESIDENCE,"A-6-11, LE YUAN RESIDENCE, JALAN SELESARIA",6,1663,2017-06-19,810000,855300.4375
4553,LE YUAN RESIDENCE,"B-15-12, LE YUAN RESIDENCE, JALAN SELESARIA",15,1406,2017-06-19,760000,737399.3125
36848,ALMASPURI,"B-15-3, JALAN 1/70C, OFF JALAN BUKIT KIARA",15,1550,2017-06-19,1030000,916618.6875
26007,KIARA 1888,"A-30-3, JALAN KIARA 3",30,2713,2017-06-19,1230000,1494403.625
3252,SERINGIN RESIDENCES,"A-14-03, JALAN SENANG RIA",14,2088,2017-06-19,1200000,1145291.875
9424,MERCU SUMMER SUITES,"A-29-09, 8 JALAN CENDANA",29,1132,2017-06-19,850000,818285.125
22124,WANGSA METROVIEW,"B-8-9, JALAN 4/27A",8,1152,2017-06-19,520000,516992.5
8686,ANGKASA,"C-8-3, OFF JALAN CONNOUGHT",8,926,2017-06-19,430000,406987.46875
19781,PLATINUM HILL PV8,"B-20-06, JALAN MELATI UTAMA",20,1561,2017-06-19,650000,679561.8125
33547,SRI BATU,"A-9-1, JALAN 35/10A",9,624,2017-06-19,230000,149751.109375
38473,SENTRIO PANDAN,"15-06, JALAN 3/76D",15,570,2017-06-19,495000,576852.0
21868,GREEN PARK,"B14-03, JALAN AWAN PINTAL",14,980,2017-06-19,315000,317054.15625
25608,TWIN ARKZ,"A-21-06, JALAN JALIL PERKASA 1",21,721,2017-06-19,620000,659415.0
3440,MIDFIELDS,"A2-07-2, JALAN BESI KAWI",7,1074,2017-06-19,600000,531596.25
12441,CENGAL,"A-00-15, JALAN SRI PERMAISURI 3",0,926,2017-06-19,400000,425949.375
17651,DESA PETALING,"56-2-8, LORONG 1/125C",2,507,2017-06-19,125000,96566.25
