,Name,Address,LevelNo,LotSize,SPADate,ActualPrice,PredictedPrice
1800,SOLARIS DUTAMAS,"C4-19-3, JALAN DUTAMAS 1",19,678,2017-06-19,700000,650702.875
10066,28 MONT KIARA,"B3-8-1, JALAN KIARA",8,3003,2017-06-19,2001000,2241238.25
23233,SRI INTAN 1,"C-15-5, OFF JALAN IPOH",15,1055,2017-06-19,400000,372283.125
23394,MIHARJA CONDOMINIUM,"29C2-12-4, JALAN PALONG",12,959,2017-06-19,400000,361145.53125
5338,GREENVIEW APARTMENT,"-6A-3, JALAN 2/40",6,856,2017-06-19,191000,176251.3125
37843,CITY TOWER,"42-2A, JALAN ALOR",2,786,2017-06-19,250000,312148.1875
35935,TAR VILLA APARTMENT,"1-8-6, JALAN 1/27A",8,1012,2017-06-19,475000,430996.625
17943,CENDANA,"A-03-04, JALAN TASIK PERMAISURI",3,624,2017-06-19,120000,184319.71875
38670,VOGUE SUITES ONE,"B-33A-8, PANTAI BARU JALAN BANGSAR",33,969,2017-06-19,1223000,962627.5625
11797,KIARA DESIGNER,"B-11-5, JALAN KIARA 3",11,1432,2017-06-19,820000,888171.5625
38669,VOGUE SUITES ONE,"B-33A-1, PANTAI BARU JALAN BANGSAR",33,1119,2017-06-19,1386000,1218514.125
11186,SENTUL MURNI,"207-3-25, JALAN 41/4B",3,678,2017-06-19,140000,127365.453125
34142,PANTAI INDAH FASA 1,"53-1-3, JALAN 1/112F",1,657,2017-06-19,180000,130378.03125
10668,PLATINUM LAKE PV12,"A-25-11, JALAN LANGKAWI",25,1302,2017-06-19,490000,540627.75
2450,SENI MONT KIARA,"B-33-2, CHANGKAT DUTA KIARA",33,2874,2017-06-19,2550000,2210111.25
10067,28 MONT KIARA,"A1-3-1, JALAN KIARA",3,2702,2017-06-19,1900000,1919621.25
2235,WANGSA MAJU SEKSYEN 2,"9-2-6, JALAN 4/27A",2,710,2017-06-19,220000,209378.46875
20340,VISTA AMANI,"C-9-1, JALAN TASIK PERMAISURI 3",9,1109,2017-06-19,470000,405881.25
2628,BANDAR TASIK SELATAN FLAT,"E-5-14, JALAN 30/146",5,657,2017-06-19,147000,140865.234375
18043,CENDANA,"A-03-04, JALAN TASIK PERMAISURI",3,624,2017-06-19,120000,186156.421875
34530,PANGSAPURI PERMAI,"D-3-11, JALAN LANDAI PERMAI",3,646,2017-06-19,150000,132812.28125
5475,ARENA GREEN,"E-10-16, BUKIT JALIL",10,732,2017-06-19,290000,347894.65625
4850,SRI PUTRAMAS,"D-21-2, JALAN PUTRAMAS 1, OFF JALAN KUCHING",21,1098,2017-06-19,410000,487523.8125
5022,TIFFANI KIARA,"A-31-03, CHANGKAT DUTA KIARA",31,1615,2017-06-19,1245000,1167717.0
17588,VISTA KOMANWEL C,"C1-12-8, OFF LEBUHRAYA KESAS",12,1399,2017-06-19,550000,520431.5
13409,JALIL DAMAI,"C-6-4, JALAN 14/155C",6,1115,2017-06-19,445000,442337.71875
21243,WANGSA MAJU SEKSYEN 10,"306, JALAN 4/27A",1,539,2017-06-19,200000,123834.03125
10369,CHERAS RIA,"D-8-7, JALAN 6/95B",8,570,2017-06-19,135000,120809.0625
19211,VILLA ANGSANA,"C-23A-1, JALAN IPOH",23,1324,2017-06-19,430000,542702.8125
21173,PANGSAPURI BANDARAYA GOMBAK,"22-2-13, OFF JALAN GOMBAK",2,560,2017-06-19,163000,139261.40625
2236,WANGSA MAJU SEKSYEN 2,"106, JALAN 4/27A",2,527,2017-06-19,250000,185182.890625
2629,BANDAR TASIK SELATAN FLAT,"A-5-3, JALAN 30/146",5,657,2017-06-19,170000,140865.234375
34501,PLAZA PRIMA SETAPAK,"A-14-7, OFF JALAN GOMBAK",14,1249,2017-06-20,420000,479857.875
33024,TARAGON PUTERI BINTANG,"25-3, JALAN CHANGKAT THAMBI DOLLAH",25,2099,2017-06-20,1500000,1322675.75
6522,AMADESA,"A-17-2, JALAN 5/125",17,1109,2017-06-20,450000,419761.34375
38320,DUA MENJALARA,"10-05, JALAN 1/62A",10,1358,2017-06-20,728000,277448.65625
31753,MAHSURI APARTMENT,"46-A, JALAN SETIAWANGSA 13",46,835,2017-06-20,350000,266635.3125
23912,HAPPY GARDEN FLAT,"7-3-8, JALAN 1/127A",3,689,2017-06-20,272000,187394.375
21692,CERIAAN KIARA,"A-21-3A, JALAN KIARA 3",21,2196,2017-06-20,1000000,1121098.0
15950,SWISS GARDEN HOTEL,"S-26-1, JALAN GALLOWAY",26,743,2017-06-20,590000,862336.75
16538,KM1 WEST,"B-26-3, JALAN JALIL PERKASA 1",26,1864,2017-06-20,1280000,1232509.625
49,OUG PARKLANE,"E3-7-11, JALAN 1/152",7,950,2017-06-20,400000,400411.84375
4384,MUTIARA MAGNA,"D-3-16, JALAN METRO 1",3,657,2017-06-20,178000,140697.28125
1296,VERVE SUITES,"B-9-2, JALAN KIARA 5, MONT' KIARA",9,829,2017-06-20,865000,868966.6875
26683,TERATAI MEWAH CONDOMINIUM,"48-3-10, JALAN LANGKAWI",3,943,2017-06-20,380000,362608.8125
14906,KUCHAI AVENUE,"1-10-3A, OFF JALAN KUCHAI LAMA",10,926,2017-06-20,450000,485624.5
3914,GEMBIRA RESIDEN,"B-18-07, JALAN 13/155B",18,1141,2017-06-20,745000,662536.5
29512,SERI RIANA,"B-20-3A, JALAN WANGSA DELIMA 7",20,1378,2017-06-20,830000,763733.625
13055,MAY TOWER SERVICE APARTMENT,"7-21-11, JALAN MUNSYI ABDULLAH",21,344,2017-06-20,325000,309954.8125
12082,HAMPSHIRE RESIDENCES,"B-11-3A, OFF PERSIARAN HAMPSHIRE",11,753,2017-06-20,820000,907980.125
36102,MAXIM CITILIGHTS,"C-26-3A, JALAN SENTUL PERDANA",26,857,2017-06-20,390000,520363.53125
12083,HAMPSHIRE RESIDENCES,"A-11-3, PERSIARAN HAMPSHIRE OFF JALAN AMPANG",11,1227,2017-06-20,1420000,1363631.75
31197,IXORA APARTMENT,"7-9-8, JALAN TUN RAZAK",9,980,2017-06-20,370000,345414.1875
2234,WANGSA MAJU SEKSYEN 2,"403, BLOK C9, SEKSYEN 2, JALAN 3/27A",3,527,2017-06-20,190000,174863.203125
5603,KETUMBAR HEIGHTS,"C-5-11, JALAN 6/95B",5,755,2017-06-20,271000,301415.71875
13056,MAY TOWER SERVICE APARTMENT,"7-19-27, JALAN MUNSYI ABDULLAH",19,344,2017-06-20,325000,322323.875
12622,TWINS@ DAMANSARA HEIGHTS,"A-9-3, NO.2, JALAN DAMANLELA, BUKIT DAMANSARA, K.L",9,1195,2017-06-20,1150000,1091245.375
29343,PANTAI INDAH FASA 2,"55-12-13, JALAN 5/112F",12,764,2017-06-21,300000,238192.671875
25961,HIJAUAN KIARA,"C-20-02, JALAN BUKIT KIARA 5",20,2616,2017-06-21,1700000,1639465.125
28121,DESA PAKAR FLAT,"A-19-5, JALAN SUNGAI BESI",19,608,2017-06-21,100000,111952.21875
18710,KIARAMAS DANAI,"B-09-02, JALAN DESA KIARA, KIARAMAS DANAI",9,2497,2017-06-21,2130000,1983149.75
29106,WINNER COURT A,"23-2-5, JALAN 1/125A",2,786,2017-06-21,280000,256035.28125
5021,TIFFANI KIARA,"A-03-03, CHANGKAT DUTA KIARA",3,1615,2017-06-21,1120000,1107774.875
15190,CEMARA,"C-08-16, JALAN SRI PERMAISURI 3",8,743,2017-06-21,335000,322639.4375
31196,IXORA APARTMENT,"B7-1-1, JALAN TUN RAZAK",1,980,2017-06-21,345000,370014.96875
9043,SRI PUTRAMAS III (ROYAL REGENT),"C1-21-06, JALAN PUTRAMAS 2",21,883,2017-06-21,520000,554374.4375
12806,TAMAN SRI ENDAH,"5-4-18, JALAN 3/149B",4,936,2017-06-21,267000,291912.34375
37356,KL GATEWAY,"B-21-06, JALAN KERINCHI",21,560,2017-06-21,530000,529217.3125
15024,SAVILLE @ MELAWATI,"A-17-3A, JALAN KOLAM AIR",17,1033,2017-06-21,580000,549904.4375
22379,DANAU MURNI,"B-18-05, JALAN 2/109F, OFF JALAN KLANG LAMA",18,721,2017-06-21,305000,289600.34375
1592,THE Z RESIDENCE,"A-6-03A, JALAN JALIL PERWIRA 2",6,1238,2017-06-21,605000,630293.75
30043,BUKIT GEMBIRA,"154-1-22, JALAN RIANG",1,926,2017-06-21,300000,393884.96875
21867,GREEN PARK,"D6-05, JALAN AWAN PINTAL",6,1302,2017-06-21,440000,374485.15625
5887,DANAU KOTA FLAT,"B-12-9, JALAN TAMAN IBU KOTA",12,700,2017-06-21,175000,152017.5625
1056,REGALIA SERVICE APARTMENT,"B-19-15, JALAN SULTAN ISMAIL",19,500,2017-06-21,525000,451880.5625
5166,PLATINUM LAKE PV13,"B-7-1, JALAN DANAU SAUJANA 1",7,1389,2017-06-21,510000,534477.5625
19780,PLATINUM HILL PV8,"B-10-1, JALAN MELATI UTAMA",10,1787,2017-06-21,820000,777163.9375
5474,ARENA GREEN,"A-05-06, 1/155A BUKIT JALIL",5,883,2017-06-21,350000,380126.0625
37357,KL GATEWAY,"B-10-07, JALAN KERINCHI",10,500,2017-06-21,448000,464414.25
20476,BAYU TASIK 1,"A-08-06, JALAN PERMAISURI 5",8,958,2017-06-21,380000,404825.125
6677,DESA GREEN,"DG2-30-08, JALAN DESA BAKTI",30,715,2017-06-21,477500,524432.3125
9716,PUNCAK BANYAN,"A-13A-08, JALAN 3/118B",13,818,2017-06-21,320000,318570.21875
26955,SINARAN TTDI,"13A-K, JALAN TUN MOHD FUAD 4",13,1130,2017-06-22,950000,860325.875
32542,PLATINUM LAKE PV21,"B-36-03, JALAN USAHAWAN 2, OFF JALAN GENTING KLANG",36,1760,2017-06-22,620000,630642.5
8183,SUASANA LUMAYAN,"D-19-5, JALAN TASIK PERMAISURI",19,1364,2017-06-22,510000,557141.625
2233,WANGSA MAJU SEKSYEN 2,"502, JALAN 4/27A, SEKSYEN 2",3,667,2017-06-22,205000,208456.1875
11185,SENTUL MURNI,"205-11-04, JALAN 41/48",11,678,2017-06-22,170000,116963.0
35769,TEPIAN LOKE YEW,"25-1A, JALAN LOKE YEW",25,700,2017-06-22,35290,126346.5625
38004,RESIDENSI V,"09-07, NO.8 JALAN SEPADU 5",9,646,2017-06-22,500000,533532.3125
30781,ANGGUNPURI,"5-11, JALAN DUTAMAS RAYA",5,1023,2017-06-22,455000,519327.875
24065,DESA VIEW TOWER,"22-14-06, OFF JALAN GENTING KLANG",14,1056,2017-06-22,325000,224583.6875
18987,PANGSARIA,"58-0-9, JALAN 1/125E",0,797,2017-06-22,223000,171261.03125
21369,WARISAN CITY VIEW,"A-8-7, JALAN 3/93A, OFF JALAN BATU 2 1/2 JALAN CHERAS",8,910,2017-06-22,470000,424457.90625
15699,KETUMBAR HILL,"F-9-9, JALAN KETUMBAR",9,926,2017-06-22,455000,471226.84375
23745,SEGAR RIA,"B-9-11, JALAN 1A",9,657,2017-06-22,146000,134231.4375
30677,TIJANI 2,"E-3-2, JALAN LANGGAK BUKIT",3,3197,2017-06-22,2650000,2408018.0
6676,DESA GREEN,"DG1-1-08, JALAN DESA BAKTI",1,935,2017-06-22,555000,536752.125
33139,SENTUL UTARA FLAT,"156-9-6, JALAN SENTUL",9,570,2017-06-22,170000,132384.484375
25607,TWIN ARKZ,"B-17-8, JALAN JALIL PERKASA 1",17,1170,2017-06-22,860000,917443.375
31661,HAMPSHIRE PARK,"A-29-2, PESIARAN HAMPSHIRE",29,3778,2017-06-22,2750000,2436200.75
25200,PRIMA MIDAH HEIGHTS,"26-13A-2, JALAN MIDAH 8",13,1485,2017-06-22,680000,677179.125
14236,SETIA SKY RESIDENCE,"B-29-3, JALAN RAJA MUDA ABD AZIZ, OFF JALAN TUN RAZAK",29,1582,2017-06-22,1550000,1508064.75
20212,SRI PELANGI,"130-17-1, JALAN GENTING KELANG",17,936,2017-06-22,380000,373146.875
24711,BINJAI 8,"36-3, LORONG BINJAI",36,1345,2017-06-22,1760000,1689385.75
6932,VIPOD SUITES,"C-25-3, JALAN KIA PENG (VIPOD SUITES)",25,807,2017-06-22,1427400,1312328.875
48,OUG PARKLANE,"E1-15-7, JALAN 1/152",15,950,2017-06-22,495000,401747.53125
12081,HAMPSHIRE RESIDENCES,"B-23A-2, HAMPSHIRE RESIDENCES",23,2863,2017-06-22,2300000,2199243.25
38120,LORONG HAJI TAIB,"21B, LORONG HAJI TAIB 3",2,2422,2017-06-22,400000,406907.53125
16961,SAVANNA,"B-11-9, JALAN 1/155A",11,1345,2017-06-22,713000,722235.1875
10368,CHERAS RIA,"B-12-6, JALAN 6/95B",12,570,2017-06-22,143000,118108.5703125
17587,VISTA KOMANWEL C,"C1-01-4, OFF LEBUHRAYA KESAS",1,1227,2017-06-22,550000,517362.90625
9964,TAMAN SRI KUCHING,"121-1-1, JALAN MATANG 2",1,764,2017-06-22,200000,203340.078125
6794,TAMAN BUKIT ANGKASA,"6-0-12, JALAN 6/112A",0,689,2017-06-22,171000,176445.90625
6675,DESA GREEN,"2-13-09, JALAN DESA BAKTI",13,715,2017-06-22,550000,483378.46875
10272,BUKIT PANDAN,"A-24-6 (P: H-25-7), JALAN CHERAS LAMA",24,1130,2017-06-22,380000,367519.78125
5337,GREENVIEW APARTMENT,"4-5-22, JALAN 8/40",5,855,2017-06-23,220000,181549.328125
34073,STONOR PARK CONDO,"1-8-1, JALAN STONOR",8,3358,2017-06-23,2800000,2943028.0
25504,KIARA PARK CONDO,"168-4-1, JALAN BURHANUDDIN HELMI",4,1410,2017-06-23,888000,844115.375
27948,CASA RIA,"255-0-1, JALAN JEJAKA",0,1001,2017-06-23,450000,398091.125
32000,ONE CENTRAL PARK,"27-2, JALAN RESIDEN 2",27,1345,2017-06-23,1432000,1018300.6875
23847,SRI JINJANG,"20-8-5, JLAAN 19/32",8,850,2017-06-23,168000,254330.296875
21496,MENARA WARISAN (THE HERITAGE),"282-09-04 (W1-9.5), JALAN PAHANG",9,1206,2017-06-23,395000,346669.5625
23575,FORTUNE COURT,"8-2B, JALAN METRO PERDANA TIMUR 2",8,883,2017-06-23,220000,215679.46875
32026,HAPPY COURT,"22-3, OFF JALAN KEPONG",22,601,2017-06-23,200000,170191.328125
38175,KONDOMINIUM RAFFLESIA,"A-11-12, JALAN 6/48A",11,1231,2017-06-23,580000,511657.375
3593,TAMAN SRI MURNI APARTMENT,"28-07-08, OFF JALAN SELAYANG",7,776,2017-06-23,180000,129298.65625
31752,MAHSURI APARTMENT,"24 F, JALAN SETIAWANGSA 13",4,820,2017-06-23,350000,283798.0625
19920,THE PEARL,"37-3A, JALAN STONOR",37,3972,2017-06-23,4700000,5136939.5
22936,DESA DAMANSARA,"10-3A-3, JALAN SETIAKASIH",3,1647,2017-06-23,1210000,1306509.625
6283,ABADI INDAH APARTMENT,"55-6-4, JALAN 3/109C",6,926,2017-06-23,322000,350134.03125
30439,PANGSAPURI BUKIT AWANSARI (OG COURT),"17-1-3, JALAN AWAN JAWA",1,1119,2017-06-23,500000,385160.40625
20276,DESA TASEK FASA 1A,"28-08-09, JALAN 2/146",8,893,2017-06-23,280000,195080.0625
6028,LAMAN DAMAI (LI GARDEN),"C-5-5, JALAN KUANG BERTAM 9",5,657,2017-06-24,220000,194535.71875
36793,BANYAN TREE SIGNATURE,"S-39-3, BANYAN TREE SIGNATURE, JALAN CONLAY",39,1087,2017-06-26,2390000,2241886.0
34405,THE OVAL,"11-2, LORONG KUDA",11,3897,2017-06-28,3957600,4022270.75
16537,KM1 WEST,"B-24-02, JALAN JALIL PERKASA 1",24,1717,2017-06-28,1150000,1207024.625
6027,LAMAN DAMAI (LI GARDEN),"B-2-6, JALAN KUANG BERTAM 9",2,657,2017-06-28,210000,177036.34375
8182,SUASANA LUMAYAN,"A-04-10, JALAN TASIK PERMAISURI",4,1141,2017-06-28,500000,461185.71875
5740,SRI RAKYAT,"C-1-2, JALAN 14/155C",1,667,2017-06-28,188000,183215.96875
15949,SWISS GARDEN HOTEL,"N-22-03, JALAN GALLOWAY",22,646,2017-06-28,620000,731373.375
9143,D' ALAMANDA,"D-7-3A, JALAN PUDU ULU",7,1109,2017-06-28,503000,503258.125
6282,ABADI INDAH APARTMENT,"9-7-15, JALAN 3/109C",7,850,2017-06-28,325000,323798.4375
8537,CHANGKAT VIEW CONDOMINIUM,"C-13-03, CHANGKAT VIEW CONDO",13,1098,2017-06-28,490000,573493.375
25350,BISTARI BEGONIA / BISTARI LAVENDAR,"109-34-03, JALAN 1/64A",34,1313,2017-06-28,660000,611882.9375
35700,DESA PALMA,"C-2-6, PERSIARAN MADGE",2,2099,2017-06-28,1470000,1448793.125
26538,VILLA PUTERI CONDO,"33C-17-4, JALAN TUN ISMAIL",17,1087,2017-06-28,590000,578433.0
28296,CASA KIARA II,"23A-02, JALAN KIARA 5",23,1572,2017-06-28,900000,986573.6875
29105,WINNER COURT A,"23-7-4(B-8-1), JALAN 1/125A",7,732,2017-06-28,245000,237091.453125
6674,DESA GREEN,"1-11-6, JALAN DESA BAKTI",11,935,2017-06-28,613000,604704.6875
35245,633 RESIDENCY,"20-5, JALAN TEBING, OFF JALAN TUN SAMBANTHAN",20,1733,2017-06-28,1020000,1159716.375
35244,633 RESIDENCY,"G-01 (STOR), JALAN TEBING, OFF JALAN TUN SAMBANTHAN",1,3050,2017-06-28,1886792,2053148.25
25851,HIJAU RIA APARTMENT,"7-6-10, JALAN 1/1A",6,818,2017-06-28,270000,254908.46875
30263,THE ELEMENTS,"B-28-13, JALAN BEMBAN (THE ELEMENTS SERV APARTMENT)",28,1572,2017-06-28,1000000,1321350.75
33703,SERI DUTA I,"98-2, JALAN GALLAGHER",2,1808,2017-06-28,1078000,1233732.625
30334,LAMAN CEYLON,"23-05, JALAN CEYLON",23,936,2017-06-28,1157904,1082097.75
36373,VUE RESIDENCES,"13A-09, JALAN PAHANG",13,726,2017-06-28,600000,561193.875
34529,PANGSAPURI PERMAI,"C-11-4, JALAN LANDAI PERMAI",11,646,2017-06-28,170000,137378.515625
18627,KENANGA POINT,"A-21-2, JALAN GELUGOR",21,861,2017-06-28,438000,400106.46875
26344,WINNER COURT B,"16-2-9, JALAN 1/125A",2,829,2017-06-28,250000,290749.34375
29585,GREEN AVENUE,"A-5-2, JALAN 1/155B",5,1087,2017-06-28,540000,518269.5625
25606,TWIN ARKZ,"B-26-7, JALAN JALIL PERKASA 1",26,721,2017-06-28,630000,662832.25
19997,VISTA KOMANWEL B,"B2-11-8, OFF LEBUHRAYA KESAS",11,1399,2017-06-28,535000,538044.1875
36372,VUE RESIDENCES,"07-08, JALAN PAHANG",7,726,2017-06-28,600000,553624.6875
6143,TAMAN PUSAT KEPONG,"48-2A, JALAN 7/40",48,935,2017-06-28,170000,157588.765625
14050,SUASANA SENTRAL LOFT CONDO,"B-18-09, JALAN STESEN SENTRAL 5",18,1528,2017-06-28,1430000,1433868.25
21997,THE TAMARIND,"E1B-27-6, JALAN SENTUL INDAH",27,1345,2017-06-29,670000,765324.5625
25605,TWIN ARKZ,"B-20-5, JALAN JALIL PERKASA 1",20,1254,2017-06-29,1088000,998563.0625
26729,TIVOLI VILLAS,"10-3-8, JALAN MEDANG TANDUK",3,1130,2017-06-29,790000,842892.6875
25604,TWIN ARKZ,"A-09-07, JALAN JALIL PERKASA 1",9,1170,2017-06-29,875000,907633.8125
25349,BISTARI BEGONIA / BISTARI LAVENDAR,"107-20-07, JALAN 1/64A",20,1324,2017-06-29,720000,645420.5
8413,KIARAMAS AYURIA CONDO,"C-5-3, JALAN KIARA 7",5,1722,2017-06-29,1238000,1236171.75
36117,TAMAN ZETA @ ZETAPARK,"B1-18-1, JALAN TAMAN IBU KOTA",18,1410,2017-06-29,1000000,735096.3125
36817,MENARA PUTRA,"15-8-3A, LORONG TIONG NAM 5",8,840,2017-06-29,220000,335638.21875
31999,ONE CENTRAL PARK,"41-1, JALAN RESIDEN 2",41,1636,2017-06-29,1535000,1288306.625
2449,SENI MONT KIARA,"B-19-01, CHANGKAT DUTA KIARA",19,3541,2017-06-29,2680000,2618604.5
34403,THE OVAL,"23-2, LORONG KUDA",23,3897,2017-06-29,4110600,4292147.0
34404,THE OVAL,"24-2, LORONG KUDA",24,3897,2017-06-29,4123350,4364231.0
7568,PLATINUM HILL PV2,"A-17-7, JALAN TAMAN MELATI 1",17,1496,2017-06-29,625000,628468.5
18336,KUCHAI BREM PARK,"06-07-28, JALAN SELESA 2",7,1518,2017-06-29,545000,463527.53125
9963,TAMAN SRI KUCHING,"C7-1-1, OFF JALAN KUCHING",1,743,2017-06-30,205000,195316.484375
37552,BANGSAR PEAK,"A-03A-02, JALAN MEDANG SERAI",3,2982,2017-06-30,2500000,2968861.25
11275,WINSOR TOWER,"B-23-2, JALAN SRI HARTAMAS",23,1755,2017-06-30,1228000,1014611.25
5739,SRI RAKYAT,"C-4-1, JALAN 14/155C",4,667,2017-06-30,260000,177471.796875
26006,KIARA 1888,"A-30-11, JALAN KIARA 3",30,1927,2017-06-30,1200000,1078917.75
37355,KL GATEWAY,"R1-28-11, JALAN KERINCHI",28,1030,2017-06-30,775000,780638.125
32120,ANGKUPURI,"20-12-2, JALAN 1/70C",12,1399,2017-06-30,830000,768047.4375
16373,BEVERLY TOWER @ PLAZA MEDAN PUTRA,"B1-25-5, JALAN MEDAN PUTRA",25,916,2017-06-30,400000,415133.34375
3439,MIDFIELDS,"A2-19-1, JALAN 6/108C",19,1043,2017-06-30,560000,535905.125
2448,SENI MONT KIARA,"D-5-7, CHANGKAT DUTA KIARA",5,2347,2017-06-30,1720000,1805087.75
2447,SENI MONT KIARA,"D-7-8, CHANGKAT DUTA KIARA",7,3401,2017-06-30,2500000,2342245.75
16960,SAVANNA,"A-13-08, JALAN 1/155A",13,1216,2017-06-30,745000,652115.5
31689,INDAH APARTMENT,"9-2-5, JALAN 1D/6",2,592,2017-06-30,200000,223347.203125
23630,UNITED GARDEN (TAMAN LEE YAN LIAN),"202-B, JALAN KELANG LAMA",2,786,2017-06-30,150000,174816.84375
15375,AMAYA MALURI,"G-25, JALAN JEJAKA 2",6,1668,2017-06-30,2217850,867584.6875
10565,PLATINUM LAKE PV10,"D-13A-01, JALAN DANAU SAUJANA 2",13,1270,2017-06-30,498000,504914.25
12080,HAMPSHIRE RESIDENCES,"B-07-1, PERSIARAN HAMPSHIRE OFF JALAN AMPANG",7,2852,2017-06-30,2280000,2161460.5
17586,VISTA KOMANWEL C,"C1-13A-6, OFF LEBUHRAYA KESAS",13,1227,2017-07-01,505000,528520.25
15781,HARTAMAS REGENCY 2,"B-06-07, JALAN DUTA HARTAMAS",6,1518,2017-07-01,860000,845202.875
34627,SRI LOJING,"3B-5-3, JALAN 4/27E, SEC 10 WANGSA MAJU",5,1410,2017-07-01,170000,595559.5625
9525,PANGSAPURI BANDAR BARU SENTUL,"77-2-29, JALAN 3/48A",2,560,2017-07-03,160000,167202.6875
25960,HIJAUAN KIARA,"E-3A-1, JALAN BUKIT KIARA 5",3,2616,2017-07-03,1680000,1681885.0
9715,PUNCAK BANYAN,"A-8-1, JALAN 3/118B",8,807,2017-07-03,350000,311043.65625
4849,SRI PUTRAMAS,"E-8-7, JALAN PUTRAMAS",8,1098,2017-07-03,478000,482367.65625
3251,SERINGIN RESIDENCES,"A17-3A, JALAN SENANG RIA",17,1496,2017-07-03,878000,878692.625
28378,PLATINUM HILL PV3,"C-16-3, JALAN MELATI UTAMA 3",16,1335,2017-07-03,480000,437643.1875
33678,CHELSEA @ PLAZA DAMAS 3,"B-6-39, JALAN SRI HARTAMAS 1",6,500,2017-07-03,440000,453044.75
22555,RESIDENSI UNGGUL/ FIRST RESIDENCE,"A-10-09, JALAN VISTA MUTIARA 1",10,1030,2017-07-03,380000,544215.6875
34431,TAMAN KUCHAI JAYA,"C-246, JALAN KUCHAI LAMA",1,506,2017-07-03,75000,77992.921875
25250,NADIA PARKFRONT,"A-2-2, NO.1, PERSIARAN RESIDEN, PHASE 1B",2,1163,2017-07-03,880000,802908.1875
36564,MEGAN SETAPAK,"2-2-2, JALAN MEGAN SETAPAK 1",2,855,2017-07-03,200000,231443.546875
38174,KONDOMINIUM RAFFLESIA,"A-27-12, JALAN 6/48A",27,1231,2017-07-03,577000,551006.875
35108,MALAYAN MANSION,"2320, JALAN MASJID INDIA",8,646,2017-07-03,275000,126940.546875
32541,PLATINUM LAKE PV21,"A-33A-3, JALAN USAHAWAN 2, OFF JALAN GENTING KLANG",33,1800,2017-07-03,980000,628279.125
5602,KETUMBAR HEIGHTS,"C-6-5, JALAN 6/95B",6,755,2017-07-03,258000,309264.5
15105,TAMAN INTAN BAIDURI,"10-1-13 (B-2-13), OFF JALAN SELAYANG",1,549,2017-07-03,120000,86523.9375
1591,THE Z RESIDENCE,"B-23-8, JALAN JALIL PERWIRA",23,1410,2017-07-03,815000,719676.125
2446,SENI MONT KIARA,"B-20-03, CHANGKAT DUTA KIARA",20,2411,2017-07-03,1850000,1907463.75
25850,HIJAU RIA APARTMENT,"3-5-10, JALAN 1/1A",5,818,2017-07-03,320000,251879.09375
24870,PANTAI HILLPARK 1,"F-13-4, JALAN PANTAI DALAM",13,1324,2017-07-03,500000,588233.875
13505,INVITO (ONE @ BUKIT CEYLON),"16-5, JALAN CEYLON",16,463,2017-07-03,520000,662055.1875
29026,PANTAI HILLPARK 3,"L3-3-3, JALAN PANTAI MURNI 1",3,1335,2017-07-03,600000,612406.0
17279,THE CAPERS,"D-5-10, LORONG TIMUR, SENTUL EAST",5,1000,2017-07-03,720000,650269.25
31462,VISTANA CONDO,"6-C3, JALAN TAIPING",6,1066,2017-07-03,520000,508906.375
2445,SENI MONT KIARA,"A-23A-5, CHANGKAT DUTA KIARA",23,2895,2017-07-03,2350000,2264320.75
10065,28 MONT KIARA,"B2-36-02, JALAN KIARA",36,2540,2017-07-03,1860000,1967538.5
21104,MONT KIARA MERIDIN,"A-21-7, JALAN DUTA KIARA",21,1981,2017-07-03,1003000,1123871.625
35818,THE SENTRAL RESIDENCES,"A-3A-1, NO, 8 JALAN STESEN SENTRAL 2",3,1033,2017-07-03,1260000,1091729.375
20614,G RESIDENCE,"A-18-10, JALAN DESA PANDAN",18,1087,2017-07-03,763000,797970.0
4071,WANGSA MAJU SEKSYEN 1,"502, BLOK A9, SEKSYEN 1",5,531,2017-07-03,178000,159429.203125
23846,SRI JINJANG,"18-6-13 (P: B613), JALAN 19/32",6,850,2017-07-03,290000,249634.53125
6142,TAMAN PUSAT KEPONG,"43-3-2, JALAN 8/40",3,893,2017-07-03,170000,160753.046875
36068,AVANTAS RESIDENCES,"25-6, JALAN KLANG LAMA",25,1010,2017-07-03,688000,674364.75
31660,HAMPSHIRE PARK,"A-27-1, PESIARAN HAMPSHIRE",27,2680,2017-07-03,2050000,2063882.75
19855,PUTRA SURIA RESIDENSI,"B-13-15, JALAN JELAWAT 2",13,748,2017-07-03,300000,355601.75
6931,VIPOD SUITES,"A-10-2, JALAN KIA PENG",10,1302,2017-07-03,1710000,1719738.125
29511,SERI RIANA,"F-22-2, JALAN WANGSA DELIMA 7",22,1259,2017-07-04,780000,674819.5625
21432,THE CAPSQUARE RESIDENCES,"29-3, PERSIARAN CAPSQUARE",29,2637,2017-07-04,1440000,1639269.75
13054,MAY TOWER SERVICE APARTMENT,"7-23A-26, JALAN MUNSYI ABDULLAH",23,344,2017-07-04,320000,313317.90625
47,OUG PARKLANE,"E1-19-10, JALAN 1/152",19,950,2017-07-04,400000,412204.15625
20974,TAMAN JINJANG BARU,"7-4-6, JALAN 9/32",4,549,2017-07-04,125000,94785.6640625
29025,PANTAI HILLPARK 3,"G1-02-4, OFF JALAN PANTAI DALAM",2,1453,2017-07-04,650000,666281.25
